날짜,지점,평균기온,최저기온,최고기온
02-20-92,101,-4.6,-11.2,2.3
02-21-92,101,-1.8,-7.2,2.9
02-22-92,101,-1.5,-9.3,6
02-23-92,101,1.7,-2.5,5.6
02-24-92,101,-1.3,-7.3,4.6
02-25-92,101,0,-6.3,8.9
02-26-92,101,2.9,-5.2,12.3
02-27-92,101,4.5,-1.4,13.4
02-28-92,101,5.5,-0.1,13.6
02-29-92,101,7.2,5.3,8.5
03-01-92,101,7.2,5,8.7
03-02-92,101,5.3,2.4,7.3
03-03-92,101,3.7,-0.8,8.7
03-04-92,101,2.9,-2.1,8
03-05-92,101,2.6,1,4.4
03-06-92,101,1.5,-2.2,5.4
03-07-92,101,1,-5.4,7
03-08-92,101,2.4,-3.1,9.8
03-09-92,101,3.5,-2.6,12.8
03-10-92,101,3.7,-2.3,11.3
03-11-92,101,4.2,-2.8,11.9
03-12-92,101,6.2,0.4,12.9
03-13-92,101,5.5,-1.6,15.8
03-14-92,101,6.6,-0.5,13.3
03-15-92,101,8.3,1.8,16.4
03-16-92,101,5.4,2.9,6.5
03-17-92,101,3.9,0.3,7.5
03-18-92,101,5.7,1.5,10.6
03-19-92,101,6.6,0,13.2
03-20-92,101,4.5,-2.5,11
03-21-92,101,6.3,1.4,10.3
03-22-92,101,5.2,-1.9,12.8
03-23-92,101,6.4,4.8,7.9
03-24-92,101,6,2.7,8.2
03-25-92,101,8.5,2.8,12.8
03-26-92,101,9.8,2.2,17.2
03-27-92,101,10.5,2.2,19.7
03-28-92,101,10.5,2,20.2
03-29-92,101,10.9,1.7,19.6
03-30-92,101,9.8,1.1,20.3
03-31-92,101,11,0.7,19.8
04-01-92,101,13.2,6.5,19.9
04-02-92,101,10.3,2.6,19.7
04-03-92,101,12.1,2.3,22.3
04-04-92,101,14,5.3,23.7
04-05-92,101,14.6,3.3,25.3
04-06-92,101,11.5,6.4,16.1
04-07-92,101,11.1,4.7,17
04-08-92,101,11.3,2.8,19.1
04-09-92,101,15.9,7.4,25.5
04-10-92,101,8.6,5.2,16.7
04-11-92,101,7.8,4.2,12.2
04-12-92,101,4.8,1.1,8.8
04-13-92,101,7.2,0.5,14
04-14-92,101,9,1.8,15
04-15-92,101,6.8,4.5,8.8
04-16-92,101,7.8,3.3,12.4
04-17-92,101,11.1,2.2,18.4
04-18-92,101,12.8,8.5,16.8
04-19-92,101,10.5,2.5,17.5
04-20-92,101,11.8,3.7,21.3
04-21-92,101,11.1,7,16.2
04-22-92,101,13,7.3,19.3
04-23-92,101,14,4,22
04-24-92,101,14.6,8.6,18.8
04-25-92,101,12.5,1.5,21
04-26-92,101,13.7,3.5,23.9
04-27-92,101,14.6,3,26.3
04-28-92,101,10.5,4,13.9
04-29-92,101,14,8.4,20.8
04-30-92,101,11.9,7.8,13.5
05-01-92,101,12.1,7.1,19.2
05-02-92,101,15,5.6,22.9
05-03-92,101,16.9,8.2,24.8
05-04-92,101,15.5,8.7,25.2
05-05-92,101,17.9,9.7,28.5
05-06-92,101,14.2,10.8,19.4
05-07-92,101,12.9,11.3,14.4
05-08-92,101,15.6,12.8,20.1
05-09-92,101,14.5,8.2,20.2
05-10-92,101,14.4,5.4,23
05-11-92,101,15.5,7.3,24.7
05-12-92,101,16.3,8.4,24
05-13-92,101,13.4,11.6,16
05-14-92,101,17.6,12,24.6
05-15-92,101,17.3,12,23.7
05-16-92,101,15.3,14.2,16.8
05-17-92,101,16.4,13,21.2
05-18-92,101,17.5,9.7,25.2
05-19-92,101,18.6,10.5,26.6
05-20-92,101,19.2,11.2,26.3
05-21-92,101,19.4,12,26.7
05-22-92,101,17.9,10.5,26.7
05-23-92,101,15.2,10.9,22
05-24-92,101,11.3,7.1,16.7
05-25-92,101,11.3,5.5,17.8
05-26-92,101,12.9,10.3,16.9
05-27-92,101,14.6,8.3,22
05-28-92,101,14.5,9.3,19.4
05-29-92,101,17.2,10.4,26
05-30-92,101,20.6,12.2,29.2
05-31-92,101,22.2,13.7,31
06-01-92,101,22.2,14,31.4
06-02-92,101,23.2,15.1,31.6
06-03-92,101,21,15.7,27.1
06-04-92,101,17.9,16,20.3
06-05-92,101,21.4,16.8,26.9
06-06-92,101,21.4,16.7,27.2
06-07-92,101,17.7,12.8,22.7
06-08-92,101,16,7.8,22.6
06-09-92,101,18.6,14.6,25.2
06-10-92,101,17.6,14.3,23
06-11-92,101,17.1,13.7,21.9
06-12-92,101,19.1,11.4,25.8
06-13-92,101,19.7,14.7,24.5
06-14-92,101,21,14,27.6
06-15-92,101,21.2,13.7,30.2
06-16-92,101,21.6,14.3,29.3
06-17-92,101,20.2,17.4,24.8
06-18-92,101,19.4,15.2,25.6
06-19-92,101,18.9,12.4,24.9
06-20-92,101,19.8,12.2,28
06-21-92,101,20.9,14.9,27
06-22-92,101,21.5,18.6,26
06-23-92,101,19.3,15.5,23.7
06-24-92,101,19.9,12.4,27.6
06-25-92,101,20.7,15.7,28.3
06-26-92,101,21.7,16.3,29.4
06-27-92,101,23.2,16.7,31.1
06-28-92,101,23.6,16.6,30.4
06-29-92,101,24.1,18.5,31.1
06-30-92,101,23.2,17.8,30.6
07-01-92,101,22.9,17.8,27.9
07-02-92,101,20.7,17.2,22.8
07-03-92,101,22.2,19.1,25.8
07-04-92,101,24.8,20.4,30.8
07-05-92,101,24.1,17.8,32.4
07-06-92,101,24.7,16.5,33.4
07-07-92,101,25.8,18.9,32.9
07-08-92,101,25.7,19.7,32.1
07-09-92,101,24.6,18.2,30.2
07-10-92,101,22.1,20,24.9
07-11-92,101,21.2,20,22.4
07-12-92,101,22.9,19.3,27.4
07-13-92,101,23.8,20.2,28.7
07-14-92,101,23.9,20.6,28.2
07-15-92,101,23.1,20.7,29.5
07-16-92,101,24.1,20.1,29.2
07-17-92,101,22.3,21.5,23.8
07-18-92,101,25.4,21.8,30.4
07-19-92,101,25.9,20.6,31.8
07-20-92,101,25.5,22.6,29.9
07-21-92,101,27.8,25.8,30.9
07-22-92,101,26.3,24.5,29.6
07-23-92,101,26.8,22,31.4
07-24-92,101,25,21.7,28.5
07-25-92,101,26.4,25,28.2
07-26-92,101,27.7,25.3,31.4
07-27-92,101,25.5,25,26.6
07-28-92,101,27.7,23.6,32.2
07-29-92,101,28.2,25,32.1
07-30-92,101,26.2,24.2,28.2
07-31-92,101,26.3,22.4,30.6
08-01-92,101,26.7,21.8,32.2
08-02-92,101,26.1,23.1,30.9
08-03-92,101,24.7,19.7,28.8
08-04-92,101,23,16.5,28.7
08-05-92,101,23.9,16.6,30.8
08-06-92,101,23.5,21.4,25.8
08-07-92,101,20.7,19.8,22.4
08-08-92,101,22.7,19,27.6
08-09-92,101,23.7,17.4,30.6
08-10-92,101,24.8,20.5,30.7
08-11-92,101,24.4,22.1,27.6
08-12-92,101,22.8,20.6,26.4
08-13-92,101,24.7,20,31
08-14-92,101,21.1,19.1,24.1
08-15-92,101,21.5,18,25
08-16-92,101,23.2,20.9,26.6
08-17-92,101,22,20.4,23.8
08-18-92,101,23.4,18.8,27.3
08-19-92,101,23.9,20,27.8
08-20-92,101,24.5,20.5,28.6
08-21-92,101,24.5,20.1,28.6
08-22-92,101,23.8,20,30.4
08-23-92,101,24.4,21.7,27.2
08-24-92,101,24.8,21,29.6
08-25-92,101,23.5,19.5,29.9
08-26-92,101,23.7,18,30.2
08-27-92,101,22.2,21.5,23.3
08-28-92,101,23.2,22,26
08-29-92,101,26.3,20.7,32.7
08-30-92,101,26.7,21.3,32.6
08-31-92,101,25.9,22.2,31.2
09-01-92,101,23.6,22.7,26.1
09-02-92,101,25,22.9,27.8
09-03-92,101,24.7,23.5,26.9
09-04-92,101,24.5,19.7,29.7
09-05-92,101,23.3,19.9,30.6
09-06-92,101,23.2,18.9,30.4
09-07-92,101,21.4,19.5,24.8
09-08-92,101,22.1,18.5,26.2
09-09-92,101,19.8,15.3,26
09-10-92,101,19.6,14.2,26.5
09-11-92,101,19.3,15.1,26.7
09-12-92,101,18,15.3,21.1
09-13-92,101,19.9,16.4,24.2
09-14-92,101,20,16.6,26
09-15-92,101,19.8,15.7,27.9
09-16-92,101,18.4,13.2,25.9
09-17-92,101,17.6,11,25.7
09-18-92,101,18.9,14.1,26.6
09-19-92,101,16.8,11.8,25.9
09-20-92,101,18.4,14.1,24.1
09-21-92,101,18.3,12.9,25.8
09-22-92,101,18.6,12.8,25.6
09-23-92,101,18.9,11.7,25.7
09-24-92,101,19.6,17.3,21.3
09-25-92,101,19.6,13.4,25.4
09-26-92,101,15,8.6,21.6
09-27-92,101,12.7,6.4,21.3
09-28-92,101,12.1,8.5,14.8
09-29-92,101,16,12,21.7
09-30-92,101,13.7,7.9,22.2
10-01-92,101,15.2,10.9,23.6
10-02-92,101,16.4,11.7,24.5
10-03-92,101,15.5,14.2,17.5
10-04-92,101,15.9,13.1,19.8
10-05-92,101,12.6,7.8,19.2
10-06-92,101,11.9,8.4,17.6
10-07-92,101,13.8,9.2,20
10-08-92,101,13.4,9.4,19.2
10-09-92,101,12.2,7,20.8
10-10-92,101,11.9,7.5,18.4
10-11-92,101,13,9.6,20.6
10-12-92,101,14,9,20.2
10-13-92,101,13.9,8.7,20.7
10-14-92,101,13.6,7.1,20.8
10-15-92,101,14.8,10,21.9
10-16-92,101,15.1,9.5,22.5
10-17-92,101,15.8,12.8,20.5
10-18-92,101,13,9.1,17.7
10-19-92,101,11.4,7.6,18.4
10-20-92,101,11.4,4.9,19.5
10-21-92,101,11.1,5.2,20.1
10-22-92,101,11.3,6.3,18
10-23-92,101,11,7,13.8
10-24-92,101,8.4,2.9,13
10-25-92,101,7.7,2.5,12.8
10-26-92,101,6.2,1.2,14.6
10-27-92,101,7.1,1.8,16.4
10-28-92,101,8.1,2.5,16.7
10-29-92,101,8.9,4.4,15
10-30-92,101,10.6,2.6,13.9
10-31-92,101,6.2,0.9,14.8
11-01-92,101,6,-0.2,14.5
11-02-92,101,5.2,0.2,14.3
11-03-92,101,9.3,2.7,14.9
11-04-92,101,7.3,1.3,16.3
11-05-92,101,5.3,1.2,11.7
11-06-92,101,6.8,2.5,14.2
11-07-92,101,9.3,4.2,13.5
11-08-92,101,9.2,7.2,11.4
11-09-92,101,6.2,2.6,9.8
11-10-92,101,3.8,2.4,4.8
11-11-92,101,4.4,-2,11.2
11-12-92,101,4.8,0.7,8.4
11-13-92,101,6.8,3.5,12.2
11-14-92,101,7,5.7,9.8
11-15-92,101,6.7,1.4,10.8
11-16-92,101,1.3,-4.5,7.6
11-17-92,101,3.3,-2.2,11.2
11-18-92,101,4.6,-0.7,13.2
11-19-92,101,5,0.7,12
11-20-92,101,2.9,-1.2,9.8
11-21-92,101,1.9,-1.9,6.8
11-22-92,101,4.8,2,7.7
11-23-92,101,6.1,-0.6,10.2
11-24-92,101,4.5,-1.9,11
11-25-92,101,1.7,-3,5.6
11-26-92,101,-4.7,-7.8,-1
11-27-92,101,-4.5,-10,2.4
11-28-92,101,-1.3,-6.2,6.2
11-29-92,101,4.5,0.1,11.2
11-30-92,101,3.1,-0.7,9.7
12-01-92,101,1.2,-0.6,5.1
12-02-92,101,0.3,-1.8,4.3
12-03-92,101,0.5,-2.2,4.5
12-04-92,101,0.1,-3.9,6.6
12-05-92,101,2.7,-2,8.8
12-06-92,101,4,1.5,5.8
12-07-92,101,7.1,5.3,9.1
12-08-92,101,7.5,0.6,10.5
12-09-92,101,2.1,-1.5,5.4
12-10-92,101,2.1,-2.9,4
12-11-92,101,-3.1,-6.9,0.3
12-12-92,101,-2.9,-6.6,0.3
12-13-92,101,-0.4,-7.5,3.1
12-14-92,101,-9.2,-16,-1.8
12-15-92,101,-9.5,-15.2,-2.8
12-16-92,101,-5.1,-10.6,2.2
12-17-92,101,-5.4,-10,1.7
12-18-92,101,-5.3,-7.9,-0.3
12-19-92,101,-4,-7.7,-0.1
12-20-92,101,1.6,-2.4,6.9
12-21-92,101,3,-0.8,6.6
12-22-92,101,-1.4,-6,3.5
12-23-92,101,-5.8,-9,-1.2
12-24-92,101,-5,-9.3,0
12-25-92,101,-6.4,-11.5,0.1
12-26-92,101,-3.1,-8.7,2.1
12-27-92,101,0.8,-1.2,2.3
12-28-92,101,2.2,1.8,2.7
12-29-92,101,1.5,-3,4.5
12-30-92,101,0.1,-3.4,4.7
12-31-92,101,-2.6,-5.6,2.5
01-01-93,101,-3.4,-6,0.2
01-02-93,101,-0.4,-3,1.2
01-03-93,101,0.3,-4.4,5
01-04-93,101,-4,-8.6,2.5
01-05-93,101,-4.6,-9.5,2.4
01-06-93,101,-2.8,-7.1,1.4
01-07-93,101,-0.8,-3.3,3.2
01-08-93,101,-1.5,-4.9,3.9
01-09-93,101,1.7,-1.2,6.9
01-10-93,101,0.5,-2.2,5.8
01-11-93,101,-0.7,-4.9,3.5
01-12-93,101,-4.4,-9.1,2.6
01-13-93,101,-3.1,-7.2,0.8
01-14-93,101,-1.3,-3,0.2
01-15-93,101,-1.2,-4,0.4
01-16-93,101,-4.6,-8.6,-0.4
01-17-93,101,-4.5,-10.2,-0.3
01-18-93,101,-8.3,-14.5,-3.6
01-19-93,101,-11.5,-16.8,-4.7
01-20-93,101,-11.1,-15.2,-4.7
01-21-93,101,-10.2,-15.4,-3
01-22-93,101,-8.1,-13.4,-1.1
01-23-93,101,-5.1,-10,1.5
01-24-93,101,-2.6,-9.4,6.9
01-25-93,101,0.4,-3.1,5.2
01-26-93,101,-1.1,-3.8,2
01-27-93,101,-5.1,-9,-1.6
01-28-93,101,-6.5,-12.1,-0.6
01-29-93,101,-6.4,-13.4,2.2
01-30-93,101,-3.6,-10.5,4.5
01-31-93,101,-0.4,-3.7,4.8
02-01-93,101,-1.9,-8.2,4
02-02-93,101,-3.3,-9.6,5.2
02-03-93,101,-1.4,-8.5,5.4
02-04-93,101,0.7,-3.8,8.5
02-05-93,101,4.1,-2.8,11.9
02-06-93,101,7.1,0.4,15.2
02-07-93,101,1.3,-4.4,8.9
02-08-93,101,-3.4,-8.6,1.6
02-09-93,101,-0.7,-4.5,4.2
02-10-93,101,-1.9,-8.1,5.1
02-11-93,101,1.3,-3.1,7.6
02-12-93,101,-1.5,-7,5.3
02-13-93,101,-2.2,-6,2.2
02-14-93,101,-0.5,-8.4,8.1
02-15-93,101,0,-6.7,7.8
02-16-93,101,1.6,0.4,2.4
02-17-93,101,2.9,1.1,5.3
02-18-93,101,1.1,-2.5,7.1
02-19-93,101,0.7,-4.2,8
02-20-93,101,1.2,-4,7.4
02-21-93,101,2.9,1,5.4
02-22-93,101,-0.2,-4.6,3.8
02-23-93,101,-4.8,-7.8,-1
02-24-93,101,-4.6,-10,1
02-25-93,101,-2.9,-9.2,4.7
02-26-93,101,-1.1,-6.9,5.3
02-27-93,101,0.7,-3.6,5.5
02-28-93,101,0.2,-3.3,2.6
03-01-93,101,-2.9,-5.6,-0.1
03-02-93,101,-1.6,-9.7,5.5
03-03-93,101,1.9,-3.6,7.9
03-04-93,101,3.2,-1.9,11.1
03-05-93,101,4.6,-3.3,13.2
03-06-93,101,4.4,2,7
03-07-93,101,3.4,-1.2,8
03-08-93,101,1.9,-3.8,11.2
03-09-93,101,1.8,-4,8.5
03-10-93,101,2.6,-0.9,8.6
03-11-93,101,3.2,-0.8,10.2
03-12-93,101,5.1,-0.7,12
03-13-93,101,5,-1.2,14.8
03-14-93,101,4.4,-0.9,8.6
03-15-93,101,6.2,0.6,10.8
03-16-93,101,2.9,-2.2,7.5
03-17-93,101,2.4,-5,10.3
03-18-93,101,3.8,-1.5,9.5
03-19-93,101,4,-0.7,9.3
03-20-93,101,3.8,-3.5,12.7
03-21-93,101,4.8,-2.7,13
03-22-93,101,6.3,-1.3,16
03-23-93,101,7.4,-0.6,16.4
03-24-93,101,4.1,0.8,6.4
03-25-93,101,6.5,3.4,12.3
03-26-93,101,7.5,1.3,16.4
03-27-93,101,8.5,0.3,18.5
03-28-93,101,7.7,2,15.3
03-29-93,101,6.7,-1.5,13.9
03-30-93,101,7.2,1.8,13.4
03-31-93,101,5.7,3.3,7.6
04-01-93,101,9.1,2.8,17.5
04-02-93,101,9.4,1.7,19.3
04-03-93,101,10,2.7,17.4
04-04-93,101,7.3,1.6,10.1
04-05-93,101,6.3,-0.7,15.1
04-06-93,101,7.1,-0.3,13.4
04-07-93,101,5.1,1.8,8
04-08-93,101,4.2,0.1,9
04-09-93,101,5.7,-1.4,12.2
04-10-93,101,1.7,-0.9,4.8
04-11-93,101,5.1,1.1,10
04-12-93,101,5.8,-1.3,13.6
04-13-93,101,8.5,0,16
04-14-93,101,10.1,0.7,18.9
04-15-93,101,11.7,0.9,21.4
04-16-93,101,12.2,2,22.2
04-17-93,101,13.3,4,21.9
04-18-93,101,14.3,6.4,22.7
04-19-93,101,16,5.6,26.7
04-20-93,101,16.9,8.1,27.5
04-21-93,101,17.1,9.1,26
04-22-93,101,16.1,9,22.3
04-23-93,101,16.6,12.5,22.6
04-24-93,101,13.5,8.6,19.4
04-25-93,101,11.6,2.8,17.5
04-26-93,101,11.1,3.2,17.4
04-27-93,101,11.9,5.6,16.8
04-28-93,101,10.8,9.7,12.1
04-29-93,101,11.8,9.7,14.9
04-30-93,101,12.4,6.3,17.6
05-01-93,101,13.7,7.3,19.9
05-02-93,101,12.6,8.9,18
05-03-93,101,14.6,7.4,21.4
05-04-93,101,15.2,7.8,23.3
05-05-93,101,17.3,10.5,23
05-06-93,101,18.2,14.7,24.6
05-07-93,101,18.2,11.8,26.1
05-08-93,101,18.5,13.5,23.6
05-09-93,101,14.7,10.5,18.3
05-10-93,101,17.8,9.7,26
05-11-93,101,18.2,12.1,24.6
05-12-93,101,15.8,14.2,20.2
05-13-93,101,13.9,10,19.6
05-14-93,101,15.9,9.3,24.7
05-15-93,101,16.4,7.9,26.2
05-16-93,101,16.9,11.4,23.2
05-17-93,101,13.5,11.3,17.3
05-18-93,101,18,11.7,25.1
05-19-93,101,19.3,11.2,28.3
05-20-93,101,19.4,11.5,29.2
05-21-93,101,15.8,11.9,19.9
05-22-93,101,19.1,14.1,25.7
05-23-93,101,18.3,9.8,26
05-24-93,101,21.7,16.9,27.3
05-25-93,101,16.8,14,20.9
05-26-93,101,17.8,12.4,25.2
05-27-93,101,18.4,11,28.5
05-28-93,101,19.5,12.3,28.6
05-29-93,101,22.6,14.3,31.5
05-30-93,101,22.1,13.9,30.4
05-31-93,101,23.1,15.7,32.3
06-01-93,101,22.6,16.5,28.5
06-02-93,101,16.6,15,20.9
06-03-93,101,15.8,13.9,18
06-04-93,101,18.4,13.5,25
06-05-93,101,20.4,14.2,27.1
06-06-93,101,20.6,13.2,27.5
06-07-93,101,20.6,12.3,29
06-08-93,101,20.5,15.3,28.6
06-09-93,101,19.1,15.7,23.5
06-10-93,101,21.5,16.8,27
06-11-93,101,22,15.9,29.5
06-12-93,101,21.6,19.4,24.9
06-13-93,101,24.4,21.3,29
06-14-93,101,23.5,20.5,26.8
06-15-93,101,24.6,21.4,29
06-16-93,101,25.1,20.3,31.2
06-17-93,101,24.9,20.6,30.1
06-18-93,101,23.3,18.7,28.5
06-19-93,101,22.2,17.2,28.3
06-20-93,101,21.6,17.1,26.8
06-21-93,101,23.7,20.4,27.7
06-22-93,101,23.2,19.2,28.4
06-23-93,101,24.5,18.8,30.1
06-24-93,101,23,18.8,26.5
06-25-93,101,22.8,19.6,27
06-26-93,101,24.2,18.7,30.8
06-27-93,101,23.2,18.6,29.1
06-28-93,101,20.4,17.8,23.4
06-29-93,101,19,17.7,20.8
06-30-93,101,17.6,16,19.1
07-01-93,101,22.1,16.7,28.6
07-02-93,101,23.4,17.4,30
07-03-93,101,21.5,13,30.5
07-04-93,101,24.2,18.5,31.6
07-05-93,101,25,17.7,32.9
07-06-93,101,24.4,19.5,30.5
07-07-93,101,24,17.7,30.6
07-08-93,101,20.5,19.6,22.3
07-09-93,101,23.3,19.6,28.5
07-10-93,101,23.9,20.1,29.8
07-11-93,101,22.3,20.1,26
07-12-93,101,21.9,20.5,23.7
07-13-93,101,23,21.7,24.7
07-14-93,101,24,19.1,28.9
07-15-93,101,23.8,19,30.1
07-16-93,101,22.8,20.3,27
07-17-93,101,19.5,18.3,21.3
07-18-93,101,21.5,16.7,25.7
07-19-93,101,20.7,15.7,26
07-20-93,101,20.4,14,25.9
07-21-93,101,19.7,13.2,26.1
07-22-93,101,20.9,13.3,28.6
07-23-93,101,21.8,16,26.8
07-24-93,101,21.2,19,24.4
07-25-93,101,21.5,19,24.7
07-26-93,101,21.2,17.1,24.9
07-27-93,101,22.6,19.3,27.3
07-28-93,101,24,19.8,30.1
07-29-93,101,22.1,20.6,24.8
07-30-93,101,23.6,19.7,27.6
07-31-93,101,25.4,21.6,29
08-01-93,101,25,21.5,29.7
08-02-93,101,22.7,20.4,26.5
08-03-93,101,22.9,19.2,28.1
08-04-93,101,22.3,16,28.8
08-05-93,101,20.8,17.4,25
08-06-93,101,21.2,16,26.2
08-07-93,101,20.7,15.4,25.7
08-08-93,101,21.8,19.6,23.9
08-09-93,101,24.4,21,29.9
08-10-93,101,22.3,19.6,25.5
08-11-93,101,23.9,17.4,30.7
08-12-93,101,25.3,20.3,31.4
08-13-93,101,22.7,21.3,24.4
08-14-93,101,24,20.4,28.9
08-15-93,101,21.9,19.8,25.1
08-16-93,101,20.4,18,22.5
08-17-93,101,22.8,19.2,27.2
08-18-93,101,21.6,17.9,26.6
08-19-93,101,22.5,18.2,29
08-20-93,101,21.5,18.2,25.6
08-21-93,101,19.5,18.1,21.2
08-22-93,101,22.8,18.8,28.4
08-23-93,101,22.6,18,28.7
08-24-93,101,21.8,19.4,24.2
08-25-93,101,23.8,21.1,27.4
08-26-93,101,22.2,19.3,27.7
08-27-93,101,21.7,18.5,28.4
08-28-93,101,21.2,15.6,28.5
08-29-93,101,19.8,15.6,27.3
08-30-93,101,20.2,14.7,29.3
08-31-93,101,21,16.5,28.7
09-01-93,101,22.3,17.2,29.7
09-02-93,101,22.5,16.5,29.3
09-03-93,101,21.2,16.2,27.6
09-04-93,101,20.4,12.8,28.3
09-05-93,101,19.9,12.3,29.1
09-06-93,101,21.1,15.4,28.3
09-07-93,101,19.7,14,26.9
09-08-93,101,20.9,16.2,26.9
09-09-93,101,20.8,16.8,25.3
09-10-93,101,20,14.5,26.8
09-11-93,101,20.4,15,27.7
09-12-93,101,19.9,17,23.8
09-13-93,101,20.8,17.7,23.4
09-14-93,101,20.2,14.9,27.9
09-15-93,101,19.7,14.1,27.8
09-16-93,101,21.2,16.2,27.7
09-17-93,101,19.5,18.6,21
09-18-93,101,20.5,12.7,26.7
09-19-93,101,17.1,10.4,26.5
09-20-93,101,18.3,13.1,27.4
09-21-93,101,18,13,26.7
09-22-93,101,19.4,13.1,26.9
09-23-93,101,17.7,11.3,23
09-24-93,101,14.8,9.4,24.1
09-25-93,101,14.9,9.5,24
09-26-93,101,15.8,10.4,24.6
09-27-93,101,17.3,11.1,23.6
09-28-93,101,18.3,10.5,22.9
09-29-93,101,13.2,8.1,20
09-30-93,101,13.5,8.9,20.9
10-01-93,101,11.5,5.5,20
10-02-93,101,11.9,5.2,19.2
10-03-93,101,14.2,9.2,21.7
10-04-93,101,13.3,8,23
10-05-93,101,13.5,5.9,21.7
10-06-93,101,14,7.5,21.3
10-07-93,101,15.3,9.5,23.6
10-08-93,101,14,7.3,24.8
10-09-93,101,16.1,8.6,23.9
10-10-93,101,16.5,8,21.4
10-11-93,101,12.5,5.8,22
10-12-93,101,15.1,7.6,22.1
10-13-93,101,15.2,9,21.9
10-14-93,101,13.7,7.3,20
10-15-93,101,11.5,4.9,21.4
10-16-93,101,11.3,4.6,20.5
10-17-93,101,13.8,7.7,21.3
10-18-93,101,10,0.5,18.9
10-19-93,101,10.8,5.3,18.9
10-20-93,101,10.3,3.9,19.8
10-21-93,101,10.3,4.6,17.7
10-22-93,101,5.1,-1.3,12.1
10-23-93,101,5.1,-1.4,12.6
10-24-93,101,6.6,0.4,16.3
10-25-93,101,7.1,1.2,15.9
10-26-93,101,6,-1.6,16.9
10-27-93,101,7.1,-0.8,18.9
10-28-93,101,8.3,1,19.3
10-29-93,101,8.4,5.5,9.6
10-30-93,101,6.8,4,10.2
10-31-93,101,4.4,1.5,7.5
11-01-93,101,8.9,2,18.1
11-02-93,101,8.5,2,18.5
11-03-93,101,10.7,5.5,18.8
11-04-93,101,9.9,4.9,17.6
11-05-93,101,9.2,5.1,17
11-06-93,101,9.4,4.6,14.1
11-07-93,101,11,9.6,13.4
11-08-93,101,11.5,7.4,17.4
11-09-93,101,11.1,7.1,14.5
11-10-93,101,10.6,6.3,14.2
11-11-93,101,12.1,6,17.9
11-12-93,101,14,11.8,16.1
11-13-93,101,13.2,12.2,14.5
11-14-93,101,13.6,9,17.2
11-15-93,101,10.3,6.7,15.5
11-16-93,101,10.9,7.1,16.9
11-17-93,101,10,7.9,13.8
11-18-93,101,9.6,6.5,12.5
11-19-93,101,7,3.4,10.2
11-20-93,101,7.7,6.6,8.6
11-21-93,101,2,-4.4,7.9
11-22-93,101,-2.4,-7.7,1.8
11-23-93,101,-2.8,-7.2,-0.8
11-24-93,101,-3.7,-10.3,2.2
11-25-93,101,2.5,-2.1,6.2
11-26-93,101,4.1,1.5,7.6
11-27-93,101,4.8,1.8,8
11-28-93,101,0.4,-3.5,4.5
11-29-93,101,0.1,-3.9,4.1
11-30-93,101,1.2,-0.6,3.6
12-01-93,101,3.2,0,8
12-02-93,101,3.1,-0.1,6.4
12-03-93,101,0.3,-3.9,5.1
12-04-93,101,-2.9,-7.6,2.6
12-05-93,101,-3.3,-8.1,3.5
12-06-93,101,-2.5,-7.7,5.3
12-07-93,101,-2.5,-7.3,3
12-08-93,101,-0.6,-3.9,5
12-09-93,101,-1,-3.5,2
12-10-93,101,2.1,0.1,3.5
12-11-93,101,1.2,-2.9,5
12-12-93,101,1,-3,4.2
12-13-93,101,1.3,-1.8,5.6
12-14-93,101,-4.1,-8,-0.2
12-15-93,101,-7,-12,-0.9
12-16-93,101,-5.8,-11.3,-0.8
12-17-93,101,-6.4,-10.1,-3.7
12-18-93,101,-5.6,-10.3,0.8
12-19-93,101,-0.8,-5.3,2.5
12-20-93,101,2,-0.7,4.2
12-21-93,101,-5.2,-9.9,1.6
12-22-93,101,-6.6,-10.7,-1.2
12-23-93,101,-4.9,-12.2,2.4
12-24-93,101,-0.7,-5,3.6
12-25-93,101,0.6,-3.3,8.5
12-26-93,101,1.8,-2.5,6.5
12-27-93,101,1.7,-4.2,4.6
12-28-93,101,-2.9,-7.5,4.6
12-29-93,101,-2.6,-8,6
12-30-93,101,-2.1,-5.8,0.7
12-31-93,101,1.1,-3.1,3.6
01-01-94,101,-4.1,-8.1,0.2
01-02-94,101,-0.8,-5,4.2
01-03-94,101,1.6,-1.4,8.6
01-04-94,101,-3.1,-8.3,2.8
01-05-94,101,-3.1,-7.8,3.1
01-06-94,101,1.5,-3.1,6.2
01-07-94,101,-3.2,-10.2,3.3
01-08-94,101,-0.6,-5.6,3.5
01-09-94,101,2.9,-1.2,9.4
01-10-94,101,-0.2,-2.3,3.4
01-11-94,101,1,-1.3,4
01-12-94,101,0.6,-1.4,4.6
01-13-94,101,-0.3,-4.4,5.7
01-14-94,101,-3.7,-7.9,3.3
01-15-94,101,-3.2,-8.9,5.6
01-16-94,101,-2.5,-7,2
01-17-94,101,0.7,-0.3,2.3
01-18-94,101,-5.8,-10.7,0.1
01-19-94,101,-8.8,-14.5,-2.3
01-20-94,101,-8.8,-14.3,-2.2
01-21-94,101,-8.5,-14.6,-1.6
01-22-94,101,-5.2,-10.2,0.2
01-23-94,101,-7.1,-13.1,-4.3
01-24-94,101,-8.1,-15.9,-1
01-25-94,101,-1,-3.7,4
01-26-94,101,0.1,-4.5,4.4
