날짜,지점,평균기온,최저기온,최고기온
03-19-90,101,5.6,-3,13.5
03-20-90,101,9.5,4,15.7
03-21-90,101,8.5,0.5,18.3
03-22-90,101,12.2,4.6,20.2
03-23-90,101,11.9,8.1,16.5
03-24-90,101,6.4,4,11.9
03-25-90,101,6.7,0.8,11.5
03-26-90,101,5.7,-2.6,17.1
03-27-90,101,6.8,-0.5,13.5
03-28-90,101,7.5,6.4,9
03-29-90,101,8.3,6.2,10.9
03-30-90,101,8.6,6.4,11.5
03-31-90,101,10.4,5.8,16.1
04-01-90,101,9.6,3,20.6
04-02-90,101,11.8,3.8,23.3
04-03-90,101,10.1,6.6,16.5
04-04-90,101,5.7,0.5,10.4
04-05-90,101,6.7,-2.7,15
04-06-90,101,10.2,2.1,18
04-07-90,101,6.4,3.7,9.2
04-08-90,101,9.6,5.4,14.7
04-09-90,101,10.8,0.4,21.3
04-10-90,101,13.5,5.1,24.9
04-11-90,101,15.7,4.3,26.8
04-12-90,101,12.1,9.8,15.3
04-13-90,101,8.3,6,10.3
04-14-90,101,5.9,4.8,7.9
04-15-90,101,7.3,5,10.5
04-16-90,101,8.4,4.3,13.6
04-17-90,101,8.3,1.5,14.9
04-18-90,101,10.3,3.1,17.7
04-19-90,101,11.3,3,20.5
04-20-90,101,12,8.6,15.9
04-21-90,101,11.7,5.3,21.4
04-22-90,101,10.5,8,13.8
04-23-90,101,8.2,3,10.1
04-24-90,101,8.7,-0.5,17.4
04-25-90,101,10.7,3,16.6
04-26-90,101,13.3,5.9,17.5
04-27-90,101,10.4,1,21.9
04-28-90,101,12.3,8.5,16.9
04-29-90,101,13.7,7.1,24.4
04-30-90,101,17.1,5.3,29.3
05-01-90,101,14.1,8.2,17.7
05-02-90,101,10.8,7.8,13.9
05-03-90,101,10.7,8.8,12.1
05-04-90,101,10.7,8.6,13.3
05-05-90,101,13.4,7.8,19.7
05-06-90,101,13.4,5.8,22.8
05-07-90,101,14.7,10.6,22.4
05-08-90,101,15.7,11.9,21
05-09-90,101,17.6,10,27.6
05-10-90,101,19.7,13.4,26
05-11-90,101,18.3,15.3,21.2
05-12-90,101,18.9,13.4,27.2
05-13-90,101,15.2,12.2,19.6
05-14-90,101,16.4,10.6,23.8
05-15-90,101,16.4,9.6,26.4
05-16-90,101,17.7,10.1,24.6
05-17-90,101,16.6,12.6,24.5
05-18-90,101,14.7,12.8,17
05-19-90,101,16.9,12.5,22
05-20-90,101,18.1,14.1,21
05-21-90,101,14.8,10.5,18.1
05-22-90,101,15.8,12.5,20.6
05-23-90,101,14.8,8,23.8
05-24-90,101,14.6,9.6,20.8
05-25-90,101,15.4,9.2,22.7
05-26-90,101,16.9,10.6,25.5
05-27-90,101,18.7,11.2,26.2
05-28-90,101,18.9,11.8,25.7
05-29-90,101,20.3,15.7,25.4
05-30-90,101,18.4,15.7,23.2
05-31-90,101,16.7,14.4,19.3
06-01-90,101,15.2,14.2,16.1
06-02-90,101,19.1,14,26.7
06-03-90,101,19.1,12.9,26.7
06-04-90,101,20.1,13.8,28.5
06-05-90,101,19.9,13.5,27.7
06-06-90,101,21.2,14.8,28.3
06-07-90,101,23,16.5,30.9
06-08-90,101,18.5,16,21.4
06-09-90,101,17.3,15.7,18.7
06-10-90,101,20.8,16,26
06-11-90,101,20.3,14.2,26.8
06-12-90,101,20.9,16.6,26.6
06-13-90,101,21.2,15.2,30.3
06-14-90,101,21.9,18.2,26.6
06-15-90,101,20,17.8,22.6
06-16-90,101,21.4,16,28.3
06-17-90,101,22.5,15.7,29.8
06-18-90,101,18.1,16.8,22.5
06-19-90,101,22.3,19.8,23.4
06-20-90,101,20.4,18.4,23.4
06-21-90,101,20.2,17.8,22.9
06-22-90,101,20.7,19,22.9
06-23-90,101,22.3,18.8,27.4
06-24-90,101,22.1,19.2,23.9
06-25-90,101,22,20.6,23.8
06-26-90,101,20,18.5,21
06-27-90,101,20,17.6,22.2
06-28-90,101,20.9,16.3,25.6
06-29-90,101,20.1,16.3,23
06-30-90,101,20.5,16.7,25
07-01-90,101,20.4,13.6,25.9
07-02-90,101,19.3,17.8,20.8
07-03-90,101,20.6,17.2,24.4
07-04-90,101,21,19,24.3
07-05-90,101,24.1,18.8,29.4
07-06-90,101,24.6,20.9,29.5
07-07-90,101,23.7,21.7,26.5
07-08-90,101,25.9,22.2,31.1
07-09-90,101,26.7,21.2,33.3
07-10-90,101,26.8,22.3,32.5
07-11-90,101,24.5,22.8,25.8
07-12-90,101,24.5,20.8,31.5
07-13-90,101,23.7,19.6,28.5
07-14-90,101,22.1,20.9,23.6
07-15-90,101,22.3,19.8,24.7
07-16-90,101,24.3,21.7,28.1
07-17-90,101,22.6,19.5,26.6
07-18-90,101,23.5,21,27.4
07-19-90,101,25.3,20.2,31
07-20-90,101,24,22.6,25.7
07-21-90,101,25.1,22.9,27.7
07-22-90,101,25.3,21.8,29.8
07-23-90,101,24.6,23,26.7
07-24-90,101,23.8,21.2,26.1
07-25-90,101,23.1,20.6,26.3
07-26-90,101,23.8,22.4,26
07-27-90,101,25.3,21.2,29.5
07-28-90,101,27.1,23.3,32.9
07-29-90,101,27.8,22.7,34.5
07-30-90,101,28.6,24.1,34.9
07-31-90,101,28,23.5,34.1
08-01-90,101,27.3,22.7,34.5
08-02-90,101,27.6,22.4,35
08-03-90,101,28.4,24.1,35.2
08-04-90,101,27.7,23.1,33.5
08-05-90,101,26.7,22.2,33.2
08-06-90,101,27.6,23,35.1
08-07-90,101,28.1,23,35.6
08-08-90,101,27.6,23.3,34.8
08-09-90,101,26.2,22.6,32.2
08-10-90,101,25.9,22.7,31.3
08-11-90,101,26.3,22.2,32.6
08-12-90,101,25.6,20.2,33.3
08-13-90,101,26.6,22.3,34
08-14-90,101,24.7,22.9,28.3
08-15-90,101,26.5,22.6,32.6
08-16-90,101,23,19.5,27
08-17-90,101,23.3,18.4,30.6
08-18-90,101,24,17.9,29.7
08-19-90,101,23.5,21.5,25
08-20-90,101,24.4,22.5,26.4
08-21-90,101,23.2,22,24
08-22-90,101,26.6,22,32.5
08-23-90,101,25.5,22.2,30
08-24-90,101,24.4,19.4,30.5
08-25-90,101,23.9,19.6,30.8
08-26-90,101,24.5,20.2,31.8
08-27-90,101,25.4,21.2,30.7
08-28-90,101,25.3,21.2,31.5
08-29-90,101,25.1,20.8,31.9
08-30-90,101,25,21.1,31.7
08-31-90,101,22.4,20.3,23.3
09-01-90,101,19.7,18.4,20.5
09-02-90,101,23.7,19.5,30.6
09-03-90,101,21.6,18.8,25.3
09-04-90,101,21.7,16.2,28.2
09-05-90,101,22.7,18.3,28.2
09-06-90,101,22.5,19.4,26
09-07-90,101,24.5,19.4,31.3
09-08-90,101,23.7,20.1,29.5
09-09-90,101,24.3,22.1,27.1
09-10-90,101,20.3,16.3,23
09-11-90,101,17.5,15.8,18.5
09-12-90,101,20.6,16.3,25.8
09-13-90,101,19.3,13.9,27
09-14-90,101,18.6,13.5,22.4
09-15-90,101,19.6,15.3,27
09-16-90,101,18,13.4,26.1
09-17-90,101,18.5,14.8,23.8
09-18-90,101,14.7,8.1,22.6
09-19-90,101,14.9,7.2,24
09-20-90,101,16.2,10.9,25.8
09-21-90,101,18.1,12.7,27.3
09-22-90,101,18.7,14.1,27.2
09-23-90,101,18.8,15.4,23
09-24-90,101,18.6,15.4,22.5
09-25-90,101,17.7,12.4,24
09-26-90,101,17.4,11.3,24.4
09-27-90,101,16.7,11,22.9
09-28-90,101,18.4,13.6,25.8
09-29-90,101,18.1,12,25.2
09-30-90,101,17.8,13.7,24
10-01-90,101,16.1,10.2,23
10-02-90,101,13.5,7.1,23
10-03-90,101,13.5,7.5,21.6
10-04-90,101,16.5,11.3,23.8
10-05-90,101,15.4,10.8,24.2
10-06-90,101,16.9,11.2,25
10-07-90,101,16.6,10,25
10-08-90,101,13.6,9.9,19.4
10-09-90,101,10.7,5.9,15.9
10-10-90,101,9.6,4.7,18.5
10-11-90,101,11,6.2,17.3
10-12-90,101,11.9,7.5,20
10-13-90,101,14,8.8,19.1
10-14-90,101,16.4,12.2,23.7
10-15-90,101,14.1,9.6,21.1
10-16-90,101,15.1,11,21.6
10-17-90,101,10.1,4.8,15.9
10-18-90,101,8.2,1.7,17.9
10-19-90,101,10.1,3.3,21
10-20-90,101,10.6,5.5,20.2
10-21-90,101,12.9,5.7,23
10-22-90,101,13.1,6.9,22.1
10-23-90,101,12.3,4.9,22.2
10-24-90,101,11.9,5,19.8
10-25-90,101,12.5,8.1,17.3
10-26-90,101,11.4,5.3,16.3
10-27-90,101,8.8,3.3,17.8
10-28-90,101,9.4,3.6,18.9
10-29-90,101,11.4,4.9,19.7
10-30-90,101,11.5,6.6,20.7
10-31-90,101,11.1,5.8,20.6
11-01-90,101,9.8,3.1,18.9
11-02-90,101,11.9,4.5,20.4
11-03-90,101,14.1,10.2,19.9
11-04-90,101,13.5,8,19.7
11-05-90,101,8.8,4.5,13.9
11-06-90,101,7.4,3.6,10.4
11-07-90,101,9.6,4.1,14.6
11-08-90,101,7.1,1.2,11.8
11-09-90,101,6.8,0.9,8.9
11-10-90,101,-0.9,-3.6,2.1
11-11-90,101,0.1,-5.3,3.7
11-12-90,101,7.4,-0.9,17.1
11-13-90,101,9.2,3.5,16.3
11-14-90,101,9.6,3.8,17.3
11-15-90,101,11.1,6.7,17.9
11-16-90,101,9.8,5.9,17.6
11-17-90,101,9.5,5.3,14.4
11-18-90,101,13.1,10.1,16.7
11-19-90,101,12.7,11.7,14.4
11-20-90,101,9.5,-0.9,14.4
11-21-90,101,-0.5,-4.7,3.5
11-22-90,101,2.8,-0.7,5.4
11-23-90,101,3.7,1.6,8.4
11-24-90,101,3,0.5,6.9
11-25-90,101,5.8,3.4,9
11-26-90,101,5.5,3.9,8.1
11-27-90,101,6.1,3.1,12.4
11-28-90,101,5.5,1.5,11.8
11-29-90,101,9.8,4.3,13
11-30-90,101,9.6,5.8,12.2
12-01-90,101,2.9,-1.8,6.9
12-02-90,101,-3.4,-6.1,-0.6
12-03-90,101,-3.7,-9.1,2.8
12-04-90,101,-1.4,-5.2,2.9
12-05-90,101,3.1,-0.4,8.4
12-06-90,101,5.9,0.4,11.1
12-07-90,101,9,5.7,11.9
12-08-90,101,8.2,5.2,11.9
12-09-90,101,6.2,3.2,10.7
12-10-90,101,6.3,2.1,10
12-11-90,101,1.1,-4.6,6.2
12-12-90,101,-2.5,-5.4,2.8
12-13-90,101,-2.5,-5.4,0
12-14-90,101,1.2,-3.5,5.6
12-15-90,101,-4.4,-8,1.2
12-16-90,101,-1.9,-6.8,5
12-17-90,101,-3.5,-6.5,0.3
12-18-90,101,-1.5,-5.6,4.1
12-19-90,101,-3.6,-6.7,1.3
12-20-90,101,-2,-5.6,3.1
12-21-90,101,2,-2.5,7.2
12-22-90,101,2.2,-3,5.3
12-23-90,101,-3.2,-5.7,-0.3
12-24-90,101,-5,-11.6,1.7
12-25-90,101,-3.3,-7,0.8
12-26-90,101,-10.3,-17.4,-4.4
12-27-90,101,-13.4,-18.9,-7.3
12-28-90,101,-10.8,-15,-6.2
12-29-90,101,-9.5,-13.7,-2.4
12-30-90,101,-8.6,-13,-2.4
12-31-90,101,-2.7,-8.1,4.1
01-01-91,101,0.6,-2,3.1
01-02-91,101,-6,-11.3,-1.7
01-03-91,101,-8.2,-14.6,-2.5
01-04-91,101,-8.1,-13.2,-4.6
01-05-91,101,-12,-19.1,-5.7
01-06-91,101,-11.6,-17.6,-3.7
01-07-91,101,-7.2,-12,-3
01-08-91,101,-8.2,-15.1,-2.4
01-09-91,101,-9.8,-13.6,-2.8
01-10-91,101,-4.4,-9.9,3
01-11-91,101,-5.2,-8.5,0.6
01-12-91,101,-5.1,-9.7,1.1
01-13-91,101,-8.4,-17.3,-1.9
01-14-91,101,-10.4,-16.1,-3
01-15-91,101,-7.2,-12.4,-1.1
01-16-91,101,-3.6,-9.5,2.7
01-17-91,101,-1.9,-7.4,1.7
01-18-91,101,-6.6,-11.6,0.9
01-19-91,101,-5.3,-9.9,2.1
01-20-91,101,-3.1,-8.3,3.9
01-21-91,101,1.4,-2.7,6.9
01-22-91,101,1.8,-1.4,2.8
01-23-91,101,-0.6,-5,5.6
01-24-91,101,-0.8,-2.8,1.2
01-25-91,101,-3.6,-11.6,2.1
01-26-91,101,-7.1,-12.7,2.3
01-27-91,101,-6.5,-11.5,1.7
01-28-91,101,-5.3,-10.7,3.6
01-29-91,101,-4.4,-9.8,4.6
01-30-91,101,-3.5,-8.8,5.2
01-31-91,101,-3.7,-9.1,4.5
02-01-91,101,-4.6,-9.8,3.1
02-02-91,101,-4.7,-10.4,3.7
02-03-91,101,-3.5,-10.3,4
02-04-91,101,-0.9,-6,2.1
02-05-91,101,-5.4,-11.4,2.1
02-06-91,101,-3.9,-9.6,2.4
02-07-91,101,-2.5,-5.5,0.8
02-08-91,101,-4,-11.6,3.7
02-09-91,101,-3.8,-9.4,2.9
02-10-91,101,2.6,0.5,5.9
02-11-91,101,2.2,-2.4,5.4
02-12-91,101,-0.5,-6.4,7.7
02-13-91,101,0,-4.5,8.5
02-14-91,101,2.4,-4.2,9.6
02-15-91,101,2.1,1.2,3.5
02-16-91,101,0.1,-3.5,4.9
02-17-91,101,-1.7,-6.8,4.8
02-18-91,101,0,-2.6,3.6
02-19-91,101,-3,-5.8,-0.3
02-20-91,101,-6.2,-10.5,-1.9
02-21-91,101,-7.3,-10.7,-3.6
02-22-91,101,-9.6,-12.3,-7.9
02-23-91,101,-10.8,-14.7,-6.8
02-24-91,101,-9.3,-16.4,-2.3
02-25-91,101,-5.3,-13.5,3.8
02-26-91,101,-0.4,-7.7,5.2
02-27-91,101,1.5,-0.1,3.9
02-28-91,101,2.5,-1.3,6.8
03-01-91,101,-0.8,-6.1,6.2
03-02-91,101,0.5,-5.9,7.2
03-03-91,101,3.2,-2.5,9.1
03-04-91,101,0.9,-5,10
03-05-91,101,3.4,-2.8,13.4
03-06-91,101,4.6,-2.5,14
03-07-91,101,3.8,1.1,5.9
03-08-91,101,1.1,-0.8,2.9
03-09-91,101,1.8,-1.2,5.7
03-10-91,101,1.7,-0.4,5
03-11-91,101,3,-0.3,6.4
03-12-91,101,3.3,-1.8,10.3
03-13-91,101,2.6,-2.5,8.5
03-14-91,101,0.1,-4.6,5.9
03-15-91,101,0.9,-4.3,7.1
03-16-91,101,2.1,-0.7,5.2
03-17-91,101,2.8,-4.2,9.8
03-18-91,101,3.7,-3.9,11.5
03-19-91,101,7.8,-0.4,17
03-20-91,101,10.3,4.7,12.8
03-21-91,101,4.8,0.7,7.4
03-22-91,101,4.8,0.6,10.9
03-23-91,101,7,-1.4,17.5
03-24-91,101,8.8,0.9,18.2
03-25-91,101,11.5,4.6,20.6
03-26-91,101,6.4,0.7,11.3
03-27-91,101,2.6,0.5,4.7
03-28-91,101,6.3,1.7,12.3
03-29-91,101,7.3,2.5,11.7
03-30-91,101,6.9,0.2,11
03-31-91,101,1.1,-4.4,7.1
04-01-91,101,1.4,-6.4,9
04-02-91,101,4.7,-3,12.6
04-03-91,101,7.3,-1.2,16.5
04-04-91,101,8.5,-1,18.4
04-05-91,101,8.8,-1.7,19
04-06-91,101,11.9,3.9,20.8
04-07-91,101,11.9,4.5,20
04-08-91,101,12.6,2.4,23.5
04-09-91,101,15,4,25.2
04-10-91,101,13.1,7.7,19.2
04-11-91,101,14.6,4.4,22
04-12-91,101,16.6,10.8,22.2
04-13-91,101,12.1,8.7,17.1
04-14-91,101,11.6,4.9,17.4
04-15-91,101,10.1,3.6,16.6
04-16-91,101,11.4,2.6,22.9
04-17-91,101,10.9,2.2,18.7
04-18-91,101,10.6,4.7,16.2
04-19-91,101,10.9,1,20.5
04-20-91,101,12.2,3.3,18.9
04-21-91,101,12.7,3.1,21.3
04-22-91,101,12.9,4,21.2
04-23-91,101,13.1,3.8,23.8
04-24-91,101,15.5,6.6,24.2
04-25-91,101,14.4,8.2,21.6
04-26-91,101,12.3,4.4,20
04-27-91,101,13.4,2.6,23.2
04-28-91,101,14.7,4.4,22.4
04-29-91,101,15.4,8.7,20.9
04-30-91,101,12,4.5,20.6
05-01-91,101,11.3,6.8,15.7
05-02-91,101,12,6.9,15.8
05-03-91,101,12.2,2.6,19.3
05-04-91,101,13.3,3.2,22.5
05-05-91,101,15,5.2,25.3
05-06-91,101,12.1,8.8,17.4
05-07-91,101,14.7,11.7,18.4
05-08-91,101,16.3,12.8,21.1
05-09-91,101,17.2,10.4,24
05-10-91,101,17.8,8.5,25.6
05-11-91,101,18,9,25.1
05-12-91,101,17,9.6,24.2
05-13-91,101,15.9,8.4,24.5
05-14-91,101,18,9.7,27.9
05-15-91,101,18.3,11.4,26.7
05-16-91,101,13.8,12.1,18.2
05-17-91,101,16.8,10.5,24.9
05-18-91,101,18.2,7.7,26.9
05-19-91,101,20.2,12.3,28.4
05-20-91,101,20.7,10.8,30.5
05-21-91,101,21,11.1,31.5
05-22-91,101,22.2,12.3,31.4
05-23-91,101,23,16.2,29.1
05-24-91,101,18.5,14.8,21.7
05-25-91,101,15.2,11.2,18.3
05-26-91,101,12.4,11.2,13.2
05-27-91,101,16.5,12.3,21.7
05-28-91,101,16.5,8.4,24.6
05-29-91,101,18.5,12.2,25.6
05-30-91,101,18.1,11.8,23.8
05-31-91,101,20.3,12.9,28.6
06-01-91,101,21.1,16.4,26.5
06-02-91,101,22.7,16.2,29.6
06-03-91,101,20.1,16.9,23.6
06-04-91,101,20.6,14.7,26.9
06-05-91,101,21.8,15.1,27.8
06-06-91,101,21.8,15.2,29.7
06-07-91,101,22.1,13.5,31.4
06-08-91,101,23.1,14.9,31.6
06-09-91,101,20.8,19.4,24.3
06-10-91,101,23.4,19.7,27.7
06-11-91,101,21.2,19.1,25.2
06-12-91,101,23.1,19.5,26
06-13-91,101,23.1,18.2,29
06-14-91,101,23.2,16.2,30.7
06-15-91,101,23.8,17.9,31.2
06-16-91,101,23.7,19.5,28
06-17-91,101,22.5,16.8,27.9
06-18-91,101,21.4,14.6,28.8
06-19-91,101,21.7,14.8,29.2
06-20-91,101,22.4,17.6,26.8
06-21-91,101,22.5,16.2,29.2
06-22-91,101,23.2,16.4,30.4
06-23-91,101,22.8,17.8,30
06-24-91,101,22.9,18.9,28.4
06-25-91,101,23.6,18.2,30.3
06-26-91,101,23.4,19.6,27
06-27-91,101,24.1,21.2,27.8
06-28-91,101,25.4,20.6,31.4
06-29-91,101,22.2,21,23
06-30-91,101,24.4,18.4,29.8
07-01-91,101,24.1,20.3,28.2
07-02-91,101,24.1,20,29.6
07-03-91,101,24.9,20.1,31.3
07-04-91,101,25.1,20.4,30.4
07-05-91,101,25.1,18.6,31.4
07-06-91,101,25.6,20.2,31.7
07-07-91,101,21.5,18.4,24
07-08-91,101,21.2,16.5,26
07-09-91,101,21.3,18.4,24
07-10-91,101,24.4,20.6,29.9
07-11-91,101,22.5,18.6,25.8
07-12-91,101,23.5,17.6,28.9
07-13-91,101,23.8,19.9,29.8
07-14-91,101,24.1,21,28.2
07-15-91,101,22.5,20.7,23.9
07-16-91,101,24.3,21.5,27.5
07-17-91,101,26.2,21.8,31.2
07-18-91,101,25.9,20.9,32
07-19-91,101,23.9,22,25.8
07-20-91,101,25.2,23.2,28.2
07-21-91,101,24.4,22.9,27.5
07-22-91,101,26.2,22.8,28.6
07-23-91,101,25.6,22.2,27.9
07-24-91,101,25.3,24.6,26.6
07-25-91,101,21.8,20.3,24.6
07-26-91,101,23.5,17.5,28.3
07-27-91,101,25,19.9,29.6
07-28-91,101,24.5,21,31.2
07-29-91,101,25.5,21.8,29.6
07-30-91,101,25.3,22.3,29.6
07-31-91,101,23.7,20,27.8
08-01-91,101,25.7,22.7,30.3
08-02-91,101,21.7,20.2,24
08-03-91,101,24.2,20.8,28.9
08-04-91,101,22.5,20.6,25
08-05-91,101,22.3,19.1,27.4
08-06-91,101,22.4,18.6,27.4
08-07-91,101,22.8,18.7,27.9
08-08-91,101,23.9,18.4,29.8
08-09-91,101,21.6,18.3,25.3
08-10-91,101,23.6,20.2,28.6
08-11-91,101,24.1,17.9,29.7
08-12-91,101,23.8,17.8,30.4
08-13-91,101,25.5,20.7,33.5
08-14-91,101,27.3,22.1,33.5
08-15-91,101,26.4,21.5,33.3
08-16-91,101,25.8,19.4,33.6
08-17-91,101,26,20.3,33.1
08-18-91,101,25.3,19.1,33
08-19-91,101,25.6,19.4,33.2
08-20-91,101,27,21.3,34.1
08-21-91,101,25.5,20.9,30.6
08-22-91,101,25.1,21.4,27.8
08-23-91,101,23.1,21.6,25.4
08-24-91,101,24.4,20,27.8
08-25-91,101,25.4,20,32.1
08-26-91,101,22.9,15.6,26.3
08-27-91,101,19.7,11.7,27
08-28-91,101,19.4,11.3,29.6
08-29-91,101,22.7,14,31.4
08-30-91,101,24.9,19.8,30.9
08-31-91,101,24.4,21.1,29.1
09-01-91,101,23.9,19,31
09-02-91,101,23.4,18.5,29.4
09-03-91,101,22.4,20.1,23.9
09-04-91,101,21.3,19.4,24.5
09-05-91,101,22.6,21,24.7
09-06-91,101,21.9,19.1,25.2
09-07-91,101,22.2,18.2,29.4
09-08-91,101,22.1,16.5,29.6
09-09-91,101,22.5,16.9,30
09-10-91,101,21.7,17.4,27.5
09-11-91,101,20.4,18.7,22.2
09-12-91,101,20.6,16.7,26
09-13-91,101,20.5,15.4,26.7
09-14-91,101,20.1,14.6,24.9
09-15-91,101,18,11.8,25.5
09-16-91,101,18.6,12.8,25.6
09-17-91,101,18.6,13.4,25.4
09-18-91,101,20.7,14.8,28.3
09-19-91,101,20,14.8,26.8
09-20-91,101,16,12.3,22.7
09-21-91,101,17.3,11.8,23
09-22-91,101,17.2,12,25
09-23-91,101,16,12.6,22.3
09-24-91,101,17.9,14.5,24.1
09-25-91,101,17.9,14,24
09-26-91,101,17.3,13,20.9
09-27-91,101,17.4,14.8,18.5
09-28-91,101,16,10.6,21.9
09-29-91,101,13.2,8.7,21.7
09-30-91,101,13.2,8.6,18.3
10-01-91,101,15.7,10.2,24.6
10-02-91,101,16.6,10.5,24.9
10-03-91,101,18,15.7,20.6
10-04-91,101,15.3,10,20.6
10-05-91,101,12.8,7.4,21.1
10-06-91,101,13.4,7.6,21.7
10-07-91,101,11.5,4.4,19.5
10-08-91,101,13.3,5.7,22.2
10-09-91,101,14,7.6,22.4
10-10-91,101,13.7,5.9,22.3
10-11-91,101,13.8,5.5,23.7
10-12-91,101,13.5,5.9,23.1
10-13-91,101,13.5,5.7,24.5
10-14-91,101,10.1,5.2,15.2
10-15-91,101,9.6,3.9,16.5
10-16-91,101,10.7,7.2,13.4
10-17-91,101,13,6.4,17.4
10-18-91,101,11.9,4.2,20.3
10-19-91,101,9.7,2.3,14
10-20-91,101,6.1,-0.8,14.4
10-21-91,101,7.4,0.6,17.1
10-22-91,101,8.2,1.3,14.9
10-23-91,101,7.5,0.9,15.7
10-24-91,101,7.8,3.2,13.2
10-25-91,101,10.3,5.4,17.6
10-26-91,101,12,5.2,19.2
10-27-91,101,11.9,4,16
10-28-91,101,7.2,1,15.5
10-29-91,101,7.8,2.4,16.5
10-30-91,101,9.2,2,19.1
10-31-91,101,9.8,3.4,18.9
11-01-91,101,8.4,3.1,17.4
11-02-91,101,8.8,3.6,14.1
11-03-91,101,10.1,1.2,14.9
11-04-91,101,2.7,-4.7,10.4
11-05-91,101,4.1,-1.3,13.2
11-06-91,101,6.4,0.7,15.8
11-07-91,101,5.8,0.8,9.2
11-08-91,101,8,0.2,13.3
11-09-91,101,3.7,-2.4,9.8
11-10-91,101,5.8,0.6,9
11-11-91,101,3.2,-2,6.6
11-12-91,101,4.8,-2.7,10.1
11-13-91,101,7.5,1.8,12.8
11-14-91,101,3.9,-1.9,9.6
11-15-91,101,0.8,-5,9.3
11-16-91,101,2.6,-4.3,11.1
11-17-91,101,4.5,0,13
11-18-91,101,2.1,-1.7,9.5
11-19-91,101,4.1,0.8,7.1
11-20-91,101,3.4,-1.9,9.3
11-21-91,101,5.6,-0.2,13
11-22-91,101,8.2,3,12.3
11-23-91,101,8.9,3.1,13.8
11-24-91,101,1.4,-3,7.1
11-25-91,101,-0.3,-6.3,8
11-26-91,101,0.9,-5,9.1
11-27-91,101,1.5,-3.8,9.8
11-28-91,101,3,-0.8,10.4
11-29-91,101,0.6,-2.7,5.8
11-30-91,101,3.7,-0.9,11.9
12-01-91,101,1.4,-2,7.3
12-02-91,101,1.7,-1.7,5.3
12-03-91,101,3.5,-4.1,8
12-04-91,101,-0.2,-6.1,7.4
12-05-91,101,0.5,-4,8.4
12-06-91,101,1.4,-4.5,7
12-07-91,101,5.6,0.2,11.2
12-08-91,101,3.2,1.5,7.3
12-09-91,101,-0.5,-4.4,2.7
12-10-91,101,-3.1,-6,-0.7
12-11-91,101,-1.1,-7.8,2.2
12-12-91,101,-9.4,-14.4,-3.8
12-13-91,101,-6,-13.2,-1.7
12-14-91,101,1.1,-2.3,5.1
12-15-91,101,3.7,0,9.6
12-16-91,101,3.8,0.3,7.1
12-17-91,101,5.6,3.9,6.9
12-18-91,101,3.4,0.9,5.9
12-19-91,101,3.5,-0.2,7.6
12-20-91,101,2.3,-0.9,8.6
12-21-91,101,0.5,-1.8,5
12-22-91,101,1.1,-2.4,5.3
12-23-91,101,4.5,0.8,7.6
12-24-91,101,5.1,2.2,8.6
12-25-91,101,3.7,2.1,5.2
12-26-91,101,2.8,1,4.8
12-27-91,101,1.3,-0.5,2.8
12-28-91,101,-4.4,-10.5,-0.5
12-29-91,101,-9.5,-14.1,-4.4
12-30-91,101,-9,-12.3,-3.5
12-31-91,101,-4.2,-9.6,0.2
01-01-92,101,-1.3,-5.4,4.2
01-02-92,101,-1.6,-4.8,1.3
01-03-92,101,-3.6,-8.3,2
01-04-92,101,-5.4,-8.6,-0.3
01-05-92,101,-3.3,-7.3,-0.1
01-06-92,101,1,-0.8,2.4
01-07-92,101,1.6,-2.2,4
01-08-92,101,-1.5,-3.9,2
01-09-92,101,0.3,-1.8,3.7
01-10-92,101,-0.8,-4.9,5.7
01-11-92,101,-3.4,-5.6,-0.4
01-12-92,101,-1.4,-5.5,3.2
01-13-92,101,0.4,-1.4,3
01-14-92,101,-1.1,-4.9,3.3
01-15-92,101,-3.3,-6.5,1.4
01-16-92,101,-3.6,-6.7,-0.8
01-17-92,101,-4.5,-10.2,-1.1
01-18-92,101,-9,-15.3,-0.9
01-19-92,101,-8.9,-13.5,-0.8
01-20-92,101,-7.1,-12.9,0.2
01-21-92,101,-2.6,-8.6,3.7
01-22-92,101,0.5,-6,2.4
01-23-92,101,-5,-10,1
01-24-92,101,-3.6,-9.9,3.2
01-25-92,101,-0.1,-4.7,6.4
01-26-92,101,-1.8,-8.7,5.3
01-27-92,101,1.8,-4,7.1
01-28-92,101,-2.6,-7.3,0.8
01-29-92,101,-0.1,-3.3,4.4
01-30-92,101,-0.7,-4.8,3.8
01-31-92,101,-0.4,-1.6,2.1
02-01-92,101,-1.8,-6.4,4
02-02-92,101,-2.7,-7.4,1.8
02-03-92,101,0.3,-1.8,3.3
02-04-92,101,-1.7,-4.5,2.6
02-05-92,101,-3.1,-7.9,3.6
02-06-92,101,-4.3,-7.9,0.2
02-07-92,101,-6,-13.8,1.6
02-08-92,101,-5.8,-12,0.5
02-09-92,101,-3.9,-12,3.4
02-10-92,101,-0.4,-4.8,5.5
02-11-92,101,-2.6,-9.6,5.1
02-12-92,101,-3,-7.3,0.5
02-13-92,101,-1.7,-7.8,3.2
02-14-92,101,-0.9,-6.9,4.6
02-15-92,101,3,-0.8,7.8
02-16-92,101,-2.3,-7.2,1.6
02-17-92,101,-4.1,-9.7,2.6
02-18-92,101,-0.1,-4.2,4.4
02-19-92,101,-4.1,-10.3,0.7
